path,before_bytes,after_bytes,saved_bytes,saved_pct,action,qpos, qnorm, qtex, timestamp
/home/tuantd/workspace/anki_ar/data/clothes/socks.glb,22919804,7963412,14956392,65,replaced,14,10,12,2025-11-04T21:03:44+0700
/home/tuantd/workspace/anki_ar/data/clothes/belt.glb,21514580,8670420,12844160,59,replaced,14,10,12,2025-11-04T21:03:49+0700
/home/tuantd/workspace/anki_ar/data/clothes/jacket.glb,27524216,8950008,18574208,67,replaced,14,10,12,2025-11-04T21:03:55+0700
/home/tuantd/workspace/anki_ar/data/career/company.glb,6846428,6509576,336852,4,replaced,14,10,12,2025-11-04T21:03:58+0700
/home/tuantd/workspace/anki_ar/data/career/coin.glb,6804420,6467248,337172,4,replaced,14,10,12,2025-11-04T21:04:02+0700
/home/tuantd/workspace/anki_ar/data/career/engineer.glb,8160700,7837716,322984,3,replaced,14,10,12,2025-11-04T21:04:05+0700
/home/tuantd/workspace/anki_ar/data/career/money.glb,11316828,10989604,327224,2,replaced,14,10,12,2025-11-04T21:04:08+0700
/home/tuantd/workspace/anki_ar/data/career/manager.glb,7297688,6970272,327416,4,replaced,14,10,12,2025-11-04T21:04:11+0700
/home/tuantd/workspace/anki_ar/data/career/wallet.glb,6750572,6399244,351328,5,replaced,14,10,12,2025-11-04T21:04:15+0700
/home/tuantd/workspace/anki_ar/data/career/boss.glb,7349776,7019980,329796,4,replaced,14,10,12,2025-11-04T21:04:18+0700
/home/tuantd/workspace/anki_ar/data/animal/lion.glb,9031768,8684972,346796,3,replaced,14,10,12,2025-11-04T21:04:21+0700
/home/tuantd/workspace/anki_ar/data/animal/snake.glb,8336540,8025012,311528,3,replaced,14,10,12,2025-11-04T21:04:24+0700
/home/tuantd/workspace/anki_ar/data/animal/tiger.glb,6439660,6124844,314816,4,replaced,14,10,12,2025-11-04T21:04:27+0700
/home/tuantd/workspace/anki_ar/data/animal/spider.glb,8138948,7807640,331308,4,replaced,14,10,12,2025-11-04T21:04:30+0700
/home/tuantd/workspace/anki_ar/data/animal/eagle.glb,6937756,6604572,333184,4,replaced,14,10,12,2025-11-04T21:04:33+0700
/home/tuantd/workspace/anki_ar/data/animal/fox.glb,8028400,7710756,317644,3,replaced,14,10,12,2025-11-04T21:04:35+0700
/home/tuantd/workspace/anki_ar/data/animal/crow.glb,6084496,5764732,319764,5,replaced,14,10,12,2025-11-04T21:04:38+0700
/home/tuantd/workspace/anki_ar/data/animal/pigeon.glb,7761104,7440800,320304,4,replaced,14,10,12,2025-11-04T21:04:41+0700
/home/tuantd/workspace/anki_ar/data/animal/rooster.glb,7875268,7541332,333936,4,replaced,14,10,12,2025-11-04T21:04:45+0700
/home/tuantd/workspace/anki_ar/data/animal/rabbit.glb,4048592,3664360,384232,9,replaced,14,10,12,2025-11-04T21:04:48+0700
/home/tuantd/workspace/anki_ar/data/animal/ant.glb,6790752,6468300,322452,4,replaced,14,10,12,2025-11-04T21:04:51+0700
/home/tuantd/workspace/anki_ar/data/animal/bear.glb,5634176,5324576,309600,5,replaced,14,10,12,2025-11-04T21:04:54+0700
/home/tuantd/workspace/anki_ar/data/animal/monkey.glb,6249944,5929988,319956,5,replaced,14,10,12,2025-11-04T21:04:57+0700
/home/tuantd/workspace/anki_ar/data/family/baby.glb,5999052,5686380,312672,5,replaced,14,10,12,2025-11-04T21:05:01+0700
/home/tuantd/workspace/anki_ar/data/family/father.glb,6889940,6577108,312832,4,replaced,14,10,12,2025-11-04T21:05:04+0700
/home/tuantd/workspace/anki_ar/data/family/brother.glb,7458088,7137640,320448,4,replaced,14,10,12,2025-11-04T21:05:07+0700
/home/tuantd/workspace/anki_ar/data/family/son.glb,7091748,6775540,316208,4,replaced,14,10,12,2025-11-04T21:05:10+0700
/home/tuantd/workspace/anki_ar/data/family/husband.glb,7499464,7171820,327644,4,replaced,14,10,12,2025-11-04T21:05:13+0700
/home/tuantd/workspace/anki_ar/data/family/grandfather.glb,7481460,7161980,319480,4,replaced,14,10,12,2025-11-04T21:05:16+0700
/home/tuantd/workspace/anki_ar/data/family/mother.glb,7018620,6688788,329832,4,replaced,14,10,12,2025-11-04T21:05:18+0700
/home/tuantd/workspace/anki_ar/data/family/sister.glb,8177200,7843932,333268,4,replaced,14,10,12,2025-11-04T21:05:21+0700
data/scene/scene/animal/zoo.glb,65366676,17246612,48120064,73,replaced,14,10,12,2025-11-21T18:57:21+0700
data/scene/scene/career/career.glb,16574656,8062472,8512184,51,replaced,14,10,12,2025-11-21T18:57:23+0700
data/scene/scene/clothes/clothes.glb,79722692,19679356,60043336,75,replaced,14,10,12,2025-11-21T18:57:39+0700
data/scene/scene/family/family.glb,49024172,14862340,34161832,69,replaced,14,10,12,2025-11-21T18:57:51+0700
data/scene/scene/food/food.glb,28450200,9151860,19298340,67,replaced,14,10,12,2025-11-21T18:57:56+0700
data/scene/scene/furniture/furniture.glb,19618044,9946572,9671472,49,replaced,14,10,12,2025-11-21T18:57:59+0700
data/scene/scene/hobbies/hobbies.glb,46701032,12247872,34453160,73,replaced,14,10,12,2025-11-21T18:58:11+0700
data/scene/scene/job/job.glb,17573684,7584668,9989016,56,replaced,14,10,12,2025-11-21T18:58:16+0700
data/scene/scene/politics/politics.glb,16574656,8062472,8512184,51,replaced,14,10,12,2025-11-21T18:58:20+0700
data/scene/scene/science/science.glb,19618044,9946572,9671472,49,replaced,14,10,12,2025-11-21T18:58:25+0700
data/scene/scene/sport/sport.glb,17573684,7584668,9989016,56,replaced,14,10,12,2025-11-21T18:58:30+0700
data/scene/scene/technology/technology.glb,17276784,9719740,7557044,43,replaced,14,10,12,2025-11-21T18:58:35+0700
data/scene/scene/transportation/transportation.glb,32436228,11050660,21385568,65,replaced,14,10,12,2025-11-21T18:58:42+0700
data/scene/scene/travel/travel.glb,38502364,14560752,23941612,62,replaced,14,10,12,2025-11-21T18:58:47+0700
